"성별","연도","교육","지역","월급"
1,1986,7,1,NA
1,1958,7,1,275
2,1958,7,1,188
1,1984,5,1,293
1,1936,4,1,NA
2,1938,4,1,NA
2,1971,7,1,235
1,1939,3,1,NA
2,1943,4,1,15
1,1938,4,1,NA
2,1946,4,1,NA
2,1976,5,1,274
2,2009,3,1,NA
1,1943,6,1,185
2,1943,5,1,NA
1,2008,4,1,NA
1,1968,6,1,214
2,1939,5,1,NA
1,1949,4,1,NA
2,1956,3,1,NA
1,1979,5,1,300
2,1980,5,1,NA
2,2009,3,1,NA
1,2012,3,1,NA
2,1963,4,1,80
1,1992,5,1,220
2,1993,6,1,180
2,1996,5,1,200
1,1997,5,1,NA
2,1940,2,1,NA
2,1975,6,1,NA
2,1983,7,2,220
1,1986,7,2,300
1,2020,1,2,NA
1,1985,7,1,583
2,1986,7,1,NA
1,2014,3,1,NA
1,2016,1,1,NA
2,1968,5,2,65
1,1999,7,2,25
2,2002,7,2,NA
2,1947,2,1,NA
1,1966,5,1,NA
2,1996,7,1,230
2,1942,3,1,NA
1,1997,7,1,180
1,1965,7,1,200
1,1973,5,1,260
1,1937,3,2,NA
2,1939,3,2,NA
1,1954,6,1,419
2,1958,5,1,NA
2,1985,7,1,583
1,1983,7,1,583
1,2018,1,1,NA
1,1982,7,1,608
1,1961,5,1,248
1,1991,5,1,340
1,1948,2,5,NA
2,1952,2,5,71
1,1938,4,5,NA
1,1966,7,5,815
2,1970,5,5,730
1,1975,7,1,300
2,1979,6,1,550
1,2015,1,1,NA
2,1982,7,1,NA
1,1978,7,1,517
1,2014,3,1,NA
1,2016,1,1,NA
2,1981,8,1,410
2,1971,5,1,150
1,1974,5,1,180
2,1956,4,1,NA
1,1984,7,1,200
1,1985,7,1,NA
2,1959,4,1,100
1,1964,5,1,NA
2,1963,5,1,250
1,1989,5,1,200
2,1991,7,1,200
2,1956,5,2,48
1,1986,7,7,NA
2,1985,7,7,NA
1,2015,1,7,NA
2,2016,1,7,NA
1,2019,1,7,NA
1,1947,5,1,NA
2,1949,4,1,NA
1,1974,5,1,NA
2,1970,7,2,NA
1,1971,7,2,615
1,2009,3,2,NA
2,2011,3,2,NA
1,1947,5,1,NA
1,1970,5,1,700
2,1971,5,1,NA
2,1997,6,1,NA
1,2001,6,1,NA
2,1936,4,1,NA
1,1957,5,1,NA
2,1963,5,1,NA
2,1966,4,1,NA
2,1999,5,1,210
1,1945,4,1,NA
2,1949,3,1,NA
1,1953,8,2,NA
2,1956,7,2,NA
2,1987,7,2,305
1,1946,7,2,27
2,1954,7,2,27
2,1948,4,1,NA
1,1946,4,1,NA
2,1957,4,1,NA
2,1960,7,1,140
1,1960,5,1,450
2,1987,7,1,348
1,1983,7,1,833
1,2020,1,1,NA
1,1939,5,1,NA
2,1959,5,1,200
1,1950,4,1,190
1,1937,5,1,27
2,1973,5,1,200
1,1966,5,1,NA
2,1998,7,1,180
1,1999,7,1,NA
1,1967,6,1,300
2,1970,7,1,190
2,1998,7,1,NA
1,2002,5,1,NA
1,1963,5,1,320
2,1966,4,1,NA
2,1989,5,1,230
2,1991,6,1,170
1,2003,5,1,NA
1,1949,3,1,NA
2,1957,3,1,NA
1,1989,6,1,388
2,1991,8,1,NA
1,1955,5,1,NA
2,1942,2,1,NA
2,1957,5,1,NA
2,1963,5,1,80
2,2001,6,1,NA
2,1956,4,6,NA
1,1957,4,6,230
1,1981,6,1,NA
1,1959,3,1,160
2,1962,4,1,NA
1,1993,7,1,NA
1,1963,5,1,NA
2,1964,4,1,NA
2,1989,5,1,208
2,1996,5,1,186
1,2019,1,1,NA
2,1971,5,1,NA
2,1961,5,1,NA
2,1998,7,1,40
1,1964,5,1,120
1,1957,8,1,NA
2,1961,5,1,NA
1,1988,7,1,200
1,1942,5,1,NA
2,1942,4,1,NA
2,1982,5,1,NA
1,1980,5,1,NA
1,2017,1,1,NA
1,2019,1,1,NA
2,1959,3,1,110
1,1980,6,1,436
1,1973,5,1,330
2,1970,5,1,60
2,2000,6,1,NA
2,2010,3,1,NA
1,1977,8,1,550
1,1973,7,1,710
2,1973,7,1,NA
2,2000,5,1,NA
1,2002,5,1,NA
2,1960,2,7,NA
1,2000,7,7,NA
1,1943,5,2,NA
2,1948,6,2,NA
1,1947,3,1,NA
2,1952,3,1,NA
1,1967,5,1,NA
2,1974,5,1,NA
1,2002,5,1,60
2,2004,5,1,NA
1,2011,3,1,NA
1,1968,5,1,393
2,1972,6,1,375
2,2000,7,1,72
1,2001,7,1,NA
1,1975,6,1,NA
2,1978,6,1,97
2,2005,5,1,NA
1,2007,4,1,NA
1,1943,3,1,120
2,1947,3,1,170
1,1951,3,1,NA
2,1931,2,7,NA
1,1939,3,7,NA
2,1948,2,7,NA
1,1949,3,1,36
2,1955,3,1,NA
1,1981,7,5,404
2,1982,7,5,203
2,2019,1,5,NA
1,2021,1,5,NA
1,1943,3,2,NA
2,1956,3,2,NA
1,1972,5,2,310
2,1942,3,1,27
1,1971,5,1,NA
2,2003,5,1,80
1,1944,3,7,27
1,1940,5,1,NA
2,1950,5,1,NA
1,1943,4,1,82
2,1950,4,1,NA
2,1938,4,1,NA
1,1959,5,1,NA
2,1960,5,1,NA
2,1957,3,1,170
1,1952,4,1,240
1,1981,6,1,225
2,1988,6,1,NA
1,2016,1,1,NA
1,2018,1,1,NA
1,1962,3,1,NA
2,1970,3,1,214
1,1992,7,1,321
1,1994,5,1,350
2,1943,2,1,NA
2,1978,5,1,NA
2,1998,6,1,200
2,2005,5,1,NA
1,1936,2,1,NA
2,1941,2,1,NA
2,1948,3,2,27
1,1976,7,3,552
2,1980,7,3,NA
2,2016,1,3,NA
1,2019,1,3,NA
1,1950,4,1,NA
2,1952,3,1,27
2,1943,3,1,27
2,1967,6,1,186
2,1944,5,1,NA
1,1942,5,1,NA
2,1942,3,1,NA
2,1961,5,1,242
2,1988,6,1,NA
2,1994,7,1,302
1,1958,5,1,NA
2,1965,5,1,200
2,1989,7,1,NA
2,1995,5,1,283
1,1999,6,1,43
1,1949,7,1,27
2,1955,7,1,130
1,1970,7,1,770
2,1971,7,1,235
1,2003,5,1,NA
2,1942,9,1,NA
1,1954,7,1,84
2,1955,7,1,NA
2,1986,7,1,190
1,1973,7,2,NA
2,1937,3,2,NA
1,1966,7,1,NA
1,1971,7,2,542
1,1943,2,1,NA
2,1946,2,1,NA
2,1960,5,1,NA
2,1988,5,1,150
1,1986,7,6,NA
2,1951,4,1,NA
1,1961,5,1,NA
2,1989,6,1,300
2,1991,6,1,100
2,1934,3,1,NA
2,1988,6,1,268
1,1954,5,1,180
2,1958,5,1,NA
1,1988,7,1,227
1,1958,3,1,230
1,1983,4,1,230
1,1941,9,1,NA
2,1956,7,1,NA
1,1977,6,1,667
2,1973,7,1,NA
1,2013,3,1,NA
1,1954,8,1,NA
2,1958,8,1,110
1,1963,7,1,250
2,1961,5,1,250
1,1940,7,1,NA
2,1947,5,1,79
2,1971,7,1,450
1,1976,7,1,702
2,1976,7,1,NA
1,2011,3,1,NA
2,2014,3,1,NA
2,1943,4,6,NA
2,1948,5,1,NA
1,1942,5,1,NA
2,1942,3,1,NA
2,1982,5,1,272
1,1975,5,1,290
2,2007,4,1,NA
1,2012,3,1,NA
1,1939,7,1,NA
1,1963,7,1,NA
2,1965,7,1,90
2,1991,7,1,583
1,1993,7,1,NA
1,1977,7,1,667
2,1980,7,1,NA
1,2011,3,1,NA
1,1972,7,1,621
2,1974,7,1,641
2,2003,5,1,NA
1,2008,4,1,NA
2,2010,3,1,NA
2,1944,4,1,NA
2,1947,3,1,27
1,1940,4,1,NA
2,1942,3,1,NA
2,1969,7,7,70
2,1932,3,7,NA
1,1961,8,1,NA
2,1976,7,7,NA
2,1952,5,7,NA
2,1951,3,2,75
1,1972,8,1,1189
2,1976,7,1,NA
2,2007,4,1,NA
1,2009,3,1,NA
1,1970,7,2,767
2,1974,5,2,90
1,2000,7,2,NA
2,2001,7,2,NA
1,1950,7,1,NA
2,1952,5,1,NA
1,1942,8,1,NA
2,1947,8,1,NA
1,1965,7,1,695
2,1969,7,1,710
1,1950,5,1,NA
2,1954,5,1,NA
1,1953,8,1,NA
2,1953,6,1,NA
2,1960,7,1,233
2,1990,6,1,267
2,1957,7,1,NA
1,1952,8,1,NA
1,1959,5,1,627
2,1961,5,1,NA
1,1988,7,1,458
2,1992,8,1,333
1,1936,4,1,NA
2,1940,3,1,NA
1,1976,7,1,1196
2,1978,7,1,200
2,2010,3,1,NA
1,2015,1,1,NA
2,1940,4,1,NA
1,1959,7,1,NA
2,1961,7,1,268
1,1959,5,1,476
1,1989,5,1,542
2,1962,5,1,NA
1,2009,3,1,NA
1,1946,4,1,NA
2,1949,3,1,71
1,1949,5,1,75
2,1957,3,1,178
2,1958,3,1,193
1,1958,6,1,244
1,1989,5,1,424
1,1985,6,1,NA
2,1985,5,1,40
2,1959,4,1,NA
2,1983,5,1,NA
2,1961,6,1,153
1,1953,5,1,NA
2,1958,3,1,136
1,1983,7,1,NA
1,1956,5,1,170
2,1945,4,1,NA
1,1942,3,1,NA
2,1947,3,1,NA
2,1954,5,1,NA
1,1988,7,1,270
2,1940,3,1,NA
1,1935,3,1,NA
2,1939,3,1,NA
1,2003,5,1,NA
1,1936,7,1,NA
2,1948,3,1,NA
2,1993,5,2,230
1,1985,6,2,364
1,2014,3,2,NA
2,1948,4,1,NA
1,1980,6,1,276
2,1938,3,1,NA
1,1955,3,1,196
2,1954,3,1,48
1,1977,7,1,333
1,1959,5,1,NA
2,1966,6,1,241
1,1992,6,1,500
2,1994,7,1,230
1,1999,7,1,NA
2,1948,3,1,NA
2,1953,3,1,NA
1,1979,5,1,270
2,1938,2,1,NA
2,1956,5,1,NA
1,1940,2,1,27
2,1947,3,1,NA
1,1952,5,1,500
2,1961,5,1,NA
2,1933,2,1,NA
2,1983,8,1,646
1,1980,7,1,588
1,2010,3,1,NA
2,2013,3,1,NA
1,1963,7,1,181
2,1939,3,1,NA
1,1950,7,2,NA
2,1956,7,2,NA
1,1963,5,1,NA
2,1964,5,1,283
1,1988,6,2,NA
2,1983,7,2,NA
1,2021,1,2,NA
1,1993,6,1,304
2,1991,7,1,NA
2,2015,1,1,NA
1,2017,1,1,NA
1,1963,6,1,990
2,1967,5,1,87
1,1992,7,1,267
2,1995,7,1,315
1,1963,5,1,266
2,1968,5,1,111
2,1991,7,1,280
1,1997,5,1,233
2,1994,6,2,NA
1,1991,7,2,200
2,1947,3,5,27
1,1976,8,7,NA
2,1985,8,7,270
2,2015,1,7,NA
2,1955,4,1,219
1,1979,6,1,NA
2,1982,7,1,308
2,1951,5,1,161
1,1962,7,1,350
2,1966,7,1,160
2,1993,7,1,250
1,1996,7,1,NA
2,1959,4,2,NA
1,1961,4,1,270
2,1963,5,1,83
1,1985,6,1,305
1,2015,1,1,NA
1,1963,7,1,280
2,1964,5,1,167
2,1995,6,1,NA
2,1933,4,1,NA
1,1935,5,1,NA
2,1942,3,1,27
2,1947,4,1,NA
2,1947,3,1,134
1,1973,5,1,NA
1,1964,5,7,NA
2,1968,7,7,190
1,1997,5,7,NA
1,1992,7,1,278
1,1971,6,1,1112
2,1975,7,1,508
1,2002,7,1,NA
2,2005,5,1,NA
1,1959,5,1,512
2,1962,5,1,NA
1,1933,3,1,NA
2,1939,3,1,NA
2,1943,2,1,NA
1,1947,4,1,27
2,1948,4,1,27
2,1938,3,1,NA
1,1960,5,1,356
2,1965,5,1,17
2,1989,7,1,258
1,2000,7,1,NA
2,1926,2,1,NA
1,1991,6,1,215
2,1971,7,1,NA
1,1972,7,1,454
2,2007,4,1,NA
1,1965,5,1,NA
2,1941,3,1,NA
2,1957,6,2,350
1,1942,8,1,NA
2,1950,5,1,NA
1,1963,5,1,563
2,1964,7,1,NA
1,1997,7,1,NA
1,1999,7,1,23
1,1935,5,1,NA
2,1942,3,2,NA
2,1946,5,3,27
1,1951,4,3,27
2,1948,3,3,NA
2,2003,5,3,NA
2,1997,6,3,NA
2,1955,3,3,NA
1,1941,5,3,27
2,1944,4,3,NA
2,2001,6,3,NA
1,1970,5,3,210
1,1934,7,3,NA
2,1937,5,3,NA
2,1965,6,3,NA
1,1955,5,3,NA
2,1960,5,3,NA
1,1992,7,3,210
2,1955,5,3,NA
1,1971,6,3,NA
2,1972,7,3,310
1,2001,7,3,NA
2,2003,5,3,NA
2,2006,4,3,NA
1,1943,4,3,150
2,1953,5,3,NA
1,1963,5,3,NA
2,1972,5,3,NA
2,1996,7,3,NA
2,1945,7,1,400
2,1974,7,1,530
1,1959,5,3,NA
2,1963,5,3,NA
2,1991,7,3,NA
1,1989,7,5,504
2,1991,7,5,504
2,1947,2,3,NA
1,1952,3,3,NA
2,1968,4,3,NA
1,1990,7,3,NA
2,1993,7,3,NA
2,2020,1,3,NA
2,1993,7,1,317
1,1974,7,3,506
2,1977,7,3,460
2,2009,3,3,NA
1,2011,3,3,NA
2,1951,4,3,NA
2,1934,2,3,NA
2,1938,3,3,NA
2,1950,4,3,27
1,1962,4,3,350
2,1959,5,3,NA
2,1982,6,3,NA
1,1981,6,3,623
2,2012,3,3,NA
2,2014,3,3,NA
2,1941,4,3,NA
2,1965,7,3,NA
1,1960,6,3,NA
2,1970,5,3,343
2,1936,4,3,NA
2,1960,7,3,NA
2,1984,7,3,NA
2,1938,2,3,NA
2,1965,5,3,125
1,1988,6,3,250
1,1991,6,3,250
2,1954,4,3,NA
2,1975,5,3,NA
1,1999,6,3,120
1,2001,7,3,NA
1,1940,3,3,NA
2,1944,3,3,NA
1,1967,7,3,290
2,1946,3,3,27
1,1952,5,3,NA
2,1954,4,3,170
1,1948,4,3,NA
2,1950,4,3,27
1,1979,6,3,240
1,1936,5,3,NA
2,1941,3,3,27
1,1974,5,3,277
1,1972,5,3,NA
1,1971,5,3,NA
2,1971,7,3,NA
1,1962,7,3,269
2,1984,5,3,289
2,2008,4,3,NA
1,2010,3,3,NA
2,2015,1,3,NA
1,2015,1,3,NA
1,1942,5,3,NA
2,1946,4,3,NA
1,1969,6,3,NA
2,1948,3,4,NA
2,1933,3,3,NA
1,1929,3,3,NA
2,1936,3,3,NA
1,1940,5,3,NA
2,1938,3,3,NA
1,1951,4,3,NA
1,1979,5,3,NA
1,1940,4,3,NA
2,1945,3,3,NA
1,1956,5,3,NA
2,1964,5,3,200
2,1991,7,3,200
2,1994,7,3,230
1,1947,3,3,NA
1,1955,4,3,NA
2,1964,4,3,NA
2,1957,3,3,NA
2,1958,4,3,NA
2,1950,3,3,27
2,1935,3,3,NA
2,1957,3,3,NA
1,1979,5,3,185
2,1949,4,3,NA
1,1939,5,3,NA
2,1952,3,3,27
2,1947,4,3,NA
2,1935,3,3,NA
1,1940,3,4,NA
2,1943,2,4,NA
1,1969,5,4,NA
1,1940,4,3,NA
2,1943,3,3,NA
1,1943,5,3,NA
2,1948,5,3,NA
2,1937,3,3,NA
1,1935,4,3,NA
1,1953,3,6,NA
2,1957,3,6,NA
2,1977,5,6,NA
1,1977,6,6,NA
2,1983,7,3,NA
2,1967,5,3,307
2,2001,6,3,30
2,1944,3,3,NA
1,1961,5,3,NA
2,1962,5,3,NA
1,1945,5,3,NA
1,1946,5,3,27
2,1949,3,3,NA
2,1978,5,3,130
1,1979,7,3,360
2,2012,3,3,NA
1,2014,3,3,NA
1,1952,5,3,200
2,1952,5,3,NA
1,1990,7,3,390
2,1980,6,3,NA
1,1975,6,3,639
2,2011,3,3,NA
2,1984,8,3,120
1,1981,8,3,593
1,2014,3,3,NA
2,2018,1,3,NA
1,1935,5,3,NA
2,1941,4,3,NA
1,1941,4,1,NA
2,1943,3,1,NA
1,1965,6,3,NA
2,1969,7,3,NA
1,1997,7,3,NA
2,1996,7,6,292
1,1955,5,3,52
2,1955,5,3,NA
2,1979,7,3,NA
1,1972,7,3,696
1,2008,4,3,NA
1,1959,6,3,281
2,1963,5,3,NA
1,1988,7,3,183
2,1967,5,3,NA
2,1939,4,3,NA
2,1940,3,3,27
1,1952,5,3,229
2,1953,5,3,100
2,1983,7,2,408
1,1980,7,2,350
1,2018,1,2,NA
1,1968,4,3,NA
2,1947,3,3,NA
1,1968,5,3,220
2,1954,3,3,NA
2,1988,7,3,313
1,1982,6,7,922
2,1982,6,7,271
2,2009,3,7,NA
2,2011,3,7,NA
2,1958,5,3,72
1,1967,7,3,838
2,1968,6,3,NA
1,1994,7,3,210
1,1996,5,3,NA
1,1996,5,3,NA
2,1951,3,3,NA
1,1942,4,3,NA
1,1940,3,3,NA
2,1949,3,3,NA
2,1937,3,3,NA
1,1959,5,3,NA
2,1958,5,3,NA
2,1986,7,3,410
2,1949,4,3,NA
2,1943,2,3,NA
1,1947,5,3,NA
2,1951,5,3,NA
2,1948,2,3,NA
2,1964,4,3,NA
2,1989,6,3,NA
1,1983,5,3,NA
1,2015,1,3,NA
1,2018,1,3,NA
2,1934,3,3,27
2,1956,4,3,NA
1,1992,6,3,318
1,1941,3,3,NA
2,1950,4,3,NA
2,1974,5,3,120
2,2001,7,3,NA
1,1998,7,3,180
1,1956,5,3,NA
2,1959,3,3,NA
2,1970,5,3,NA
2,1993,5,3,NA
2,1998,5,3,NA
1,1934,3,3,NA
2,1940,3,3,150
1,1963,7,3,280
2,1968,6,3,NA
2,1992,7,3,367
1,1947,5,3,170
2,1947,4,3,NA
2,1979,6,3,194
1,1995,6,3,NA
1,1948,3,3,NA
2,1948,3,3,NA
1,2002,7,3,NA
1,1953,5,3,NA
2,1948,4,3,NA
1,1982,6,3,427
1,1971,7,3,666
2,1976,7,3,312
1,1998,5,3,NA
1,2000,5,3,210
1,1949,5,3,NA
2,1952,4,3,NA
2,1977,5,3,NA
1,1973,5,3,600
1,2008,4,3,NA
2,2012,3,3,NA
2,1981,6,3,NA
1,1978,8,3,530
1,2010,3,3,NA
1,2013,3,3,NA
1,1955,4,7,NA
1,1979,5,3,NA
1,1961,5,3,NA
2,1962,5,3,82
2,1985,6,3,NA
1,1981,6,3,293
1,2018,1,3,NA
1,1965,7,3,NA
1,2001,7,3,63
2,2006,4,3,NA
1,1966,5,3,513
2,1959,5,3,NA
1,2001,5,3,NA
2,1996,6,3,282
2,1934,2,3,NA
1,1962,4,3,251
1,1938,5,3,NA
2,1944,3,3,27
2,1934,2,3,NA
2,1995,7,3,195
2,1936,2,3,NA
2,1996,7,3,NA
1,1993,6,3,390
1,2017,1,3,NA
1,1945,3,3,NA
2,1926,2,3,NA
1,1950,4,3,160
2,1961,4,3,176
2,1983,6,3,NA
2,1998,8,3,NA
2,1980,6,3,124
1,1979,6,3,360
2,2010,3,3,NA
2,2012,3,3,NA
1,1954,3,3,NA
2,1955,4,3,NA
2,1981,6,3,244
2,1949,3,3,27
1,1974,5,3,NA
2,1943,3,3,NA
1,1941,4,3,NA
2,1945,3,3,NA
1,1941,4,3,NA
2,1946,4,3,NA
1,1973,7,3,NA
2,1978,7,3,512
2,2012,3,3,NA
2,2014,3,3,NA
2,1972,5,3,173
2,2000,6,3,111
1,1998,6,4,250
2,1935,3,3,NA
2,1953,4,3,74
2,1944,2,3,NA
1,1970,4,3,NA
2,1996,7,3,NA
1,1959,4,3,NA
2,1963,5,3,NA
1,1996,7,3,NA
1,1948,5,3,NA
2,1967,5,3,NA
1,1992,5,3,280
1,1978,7,3,NA
2,1979,7,3,567
2,2007,4,3,NA
1,2011,3,3,NA
1,1952,5,3,NA
2,1957,4,3,233
1,1969,5,3,NA
2,1971,5,3,NA
1,1970,6,3,NA
2,1975,5,3,NA
1,1996,7,3,NA
1,2005,5,3,NA
1,1965,7,3,NA
2,1968,7,3,NA
1,2000,7,3,NA
1,2005,5,3,NA
1,1949,7,3,NA
2,1954,7,3,NA
1,1962,7,3,630
2,1964,5,3,30
2,1997,7,3,NA
1,1961,9,3,833
2,1965,7,3,NA
2,2000,7,3,40
2,1994,7,2,292
2,1939,4,3,NA
2,1949,5,3,NA
1,1941,7,3,NA
2,1950,7,3,NA
2,1985,7,3,190
1,1946,5,3,NA
2,1953,3,3,NA
1,1972,6,3,NA
2,1975,6,3,100
2,2002,7,3,NA
1,2006,4,3,NA
1,1973,5,3,446
1,1952,5,3,NA
2,1950,5,3,NA
2,1945,5,3,NA
1,1964,5,3,157
2,1967,4,3,190
1,1993,6,3,NA
2,1994,6,3,250
1,1966,5,3,236
2,1968,5,3,NA
1,1996,7,3,44
1,1998,7,3,NA
1,1978,7,3,707
2,1978,6,3,131
2,2006,4,3,NA
2,2009,3,3,NA
1,2011,3,3,NA
1,1948,7,3,NA
2,1980,7,3,NA
1,1978,7,3,571
1,2011,3,3,NA
2,2013,3,3,NA
1,2018,1,3,NA
1,1961,5,3,474
2,1998,7,3,NA
2,1965,4,3,NA
2,1991,6,3,220
1,1987,7,3,371
1,2015,1,3,NA
1,2018,1,3,NA
1,1973,6,3,584
2,2003,5,3,NA
1,2006,4,3,NA
1,1940,5,3,NA
1,1952,5,3,131
2,1954,5,3,NA
1,1951,7,3,NA
2,1952,5,3,256
2,1947,4,3,NA
1,1972,5,3,268
1,1968,5,3,NA
1,1938,5,3,NA
2,1942,3,3,NA
2,1940,2,3,75
1,1989,7,3,NA
1,1943,5,3,27
2,1950,4,3,27
1,1981,6,3,687
2,1984,7,3,NA
2,2013,3,3,NA
1,2017,1,3,NA
1,1935,7,3,NA
2,1937,4,3,NA
2,1949,3,3,NA
2,1971,7,1,1037
1,1952,5,3,27
2,1956,4,3,NA
2,1981,6,3,293
1,2008,4,3,NA
1,2013,3,3,NA
2,1983,6,3,NA
1,1983,6,3,210
1,2012,3,3,NA
1,2017,1,3,NA
1,1947,5,5,NA
2,1946,5,5,NA
2,1974,6,3,NA
1,1975,8,3,557
1,2006,4,3,NA
2,2008,4,3,NA
1,1981,5,3,NA
2,1983,7,3,300
1,1979,7,3,NA
2,1987,7,3,NA
2,2014,3,3,NA
1,2016,1,3,NA
2,1941,5,3,NA
1,1972,7,3,260
1,1943,4,3,27
2,1945,4,3,NA
1,1973,6,3,NA
2,1973,6,3,NA
2,2002,7,3,NA
2,2003,5,3,NA
1,1975,6,3,NA
2,1979,7,3,NA
1,2004,5,3,NA
1,2012,3,3,NA
2,1947,3,3,27
2,1955,5,3,NA
2,1983,6,3,NA
1,1981,7,3,343
1,2013,3,3,NA
2,2018,1,3,NA
2,1972,5,3,210
2,1995,6,3,370
2,1997,6,3,360
2,1945,5,3,NA
1,1959,5,3,250
2,1963,5,3,NA
1,1986,6,2,594
2,1984,7,2,NA
1,2015,1,2,NA
2,2017,1,2,NA
1,1989,7,3,310
1,1941,5,3,NA
2,1943,5,3,NA
1,1975,5,3,NA
1,1973,7,3,928
2,1974,6,3,NA
1,2007,4,3,NA
1,2013,3,3,NA
2,1946,3,3,NA
1,1955,3,3,NA
2,1955,3,3,NA
2,1977,7,3,252
1,1964,5,3,NA
2,1963,5,3,220
1,1991,6,3,NA
2,1941,2,3,NA
2,1941,3,3,NA
1,1955,5,2,NA
2,1955,6,2,332
2,1990,7,3,303
1,1948,5,3,NA
2,1961,6,3,NA
2,1992,6,3,NA
1,1971,5,3,210
2,1967,5,3,NA
2,2003,5,3,NA
1,2005,5,3,NA
1,1971,7,7,437
2,1972,5,7,110
2,2005,5,7,NA
1,2007,4,7,NA
1,1971,5,3,302
2,1970,5,3,208
2,2006,4,3,NA
1,1971,6,3,NA
2,1974,6,3,NA
2,2001,5,3,NA
2,2006,4,3,NA
2,1978,6,3,220
1,2006,4,3,NA
1,2008,4,3,NA
1,1973,5,3,536
2,1973,5,3,210
2,2001,7,3,NA
1,1996,6,2,NA
1,1970,5,3,710
2,1973,6,3,235
2,2001,7,3,NA
1,2003,5,3,NA
1,1970,5,3,365
2,1972,6,3,270
1,2007,4,3,NA
1,1936,4,3,NA
2,1942,4,3,NA
2,1978,6,3,NA
1,2002,5,3,NA
1,1970,7,3,583
2,1999,7,3,NA
2,2003,5,3,NA
2,1934,2,3,NA
1,1934,5,3,NA
2,1937,4,3,NA
1,1972,5,3,546
1,1954,4,3,NA
2,1986,6,3,NA
1,1984,5,3,NA
2,2011,3,3,NA
2,2015,1,3,NA
2,1990,7,7,NA
1,1989,6,7,442
1,2016,1,7,NA
2,1967,5,3,210
1,1954,7,3,240
1,1993,7,3,320
2,1992,7,3,NA
1,1971,5,6,NA
2,1971,5,6,225
1,1999,5,6,358
1,2000,5,6,98
1,1974,5,3,270
2,1974,5,3,349
2,2000,7,3,NA
2,2004,5,3,NA
1,1969,7,3,385
2,1974,7,3,NA
2,2001,7,3,NA
2,2003,5,3,NA
1,2010,3,3,NA
1,1968,5,3,161
2,1976,5,3,131
1,1957,5,3,NA
2,1961,5,3,NA
1,1986,6,3,80
2,1939,3,3,NA
1,1962,5,3,NA
2,1962,7,3,310
2,1993,7,3,30
1,1971,5,3,565
2,1974,7,3,NA
2,2001,6,3,NA
2,1971,7,3,220
1,1964,5,3,320
2,1940,3,3,NA
1,1977,6,3,310
2,1981,5,3,179
1,2015,1,3,NA
2,2017,1,3,NA
1,1976,5,3,257
2,1964,7,3,360
1,1960,7,3,NA
1,1950,3,7,27
2,1957,3,7,NA
2,1930,2,3,NA
2,1974,5,3,67
1,2005,5,3,NA
2,1931,2,3,NA
1,1954,5,3,105
2,1958,5,3,NA
1,1964,3,3,NA
2,1963,4,3,66
2,2004,5,3,NA
2,1965,7,3,166
2,1997,7,3,NA
2,2001,7,3,NA
2,1968,6,3,135
2,1994,5,3,200
2,1996,5,3,NA
2,1996,5,3,NA
1,1957,5,3,107
2,1961,5,3,230
1,1984,7,3,NA
2,1932,3,3,NA
1,1969,7,3,720
2,1974,7,3,NA
2,2003,5,3,NA
2,2005,5,3,NA
2,1947,7,3,NA
2,1944,3,3,85
2,1966,4,3,NA
2,1951,5,3,NA
1,1974,5,3,NA
2,1973,5,3,162
2,1938,2,3,NA
1,1951,5,3,NA
2,1954,5,3,27
1,1983,5,3,NA
2,1983,5,3,NA
2,2009,3,3,NA
2,2011,3,3,NA
2,1981,8,3,NA
1,1980,6,3,892
1,2017,1,3,NA
2,2020,1,3,NA
1,1943,7,3,NA
2,1949,5,3,NA
1,1953,3,3,200
2,1955,3,3,NA
1,2001,5,3,NA
1,1952,4,3,NA
2,1952,3,3,27
2,1991,7,3,NA
2,1989,7,1,471
1,1989,7,1,433
2,1993,7,1,300
2,1953,6,3,NA
2,1956,5,3,NA
2,1974,7,3,150
2,2002,7,3,NA
1,2007,4,3,NA
2,1951,5,3,NA
2,1967,7,3,NA
2,1939,3,3,NA
2,1983,5,3,NA
1,1980,6,3,NA
2,2019,1,3,NA
1,1937,5,3,NA
2,1946,4,3,NA
2,1978,6,2,190
1,1978,7,2,613
1,2007,4,2,NA
2,1955,4,3,200
1,1937,2,3,NA
2,1950,5,3,NA
1,1956,4,3,NA
2,1947,5,3,27
2,1945,3,3,NA
2,2000,6,3,140
1,1950,5,3,NA
1,1989,6,3,228
2,1943,4,3,NA
1,1947,3,3,NA
2,1935,3,3,NA
2,1962,3,3,NA
2,1969,5,3,70
2,1961,5,3,NA
2,1991,7,3,210
2,1993,6,3,220
1,1952,4,3,NA
2,1959,3,3,NA
2,1986,6,3,NA
1,1986,7,3,430
2,2020,1,3,NA
2,1962,4,3,NA
1,1963,5,3,343
2,1983,7,3,491
1,1955,4,3,NA
2,1962,5,3,180
1,1994,6,3,233
1,1961,7,3,NA
2,1964,5,3,NA
1,1967,7,3,420
1,1951,3,3,27
2,1954,4,3,NA
2,1981,5,3,NA
1,1979,5,2,460
2,1980,5,2,211
1,2009,3,2,NA
1,1938,2,3,NA
1,1940,3,3,NA
1,1961,4,3,NA
2,1991,6,3,NA
1,1989,6,3,327
1,1955,5,3,270
2,1960,5,3,210
1,2019,1,3,NA
1,1993,5,3,280
2,1940,2,3,NA
